¿°»ö»öÂ÷ DL,¿°»ö»öÂ÷ DA,¿°»ö»öÂ÷ DB,¿°»ö»öÂ÷ DC,¿°»ö»öÂ÷ DH,¿°»ö»öÂ÷ DE
0.8035812,0.125438,-0.110775,-0.116745,-0.1199019,0.8208219
0.8342285,-0.0643425,0.03992319,0.02861404,-0.07010795,0.8376581
0.02410316,0.07493782,-0.5983829,0.571619,0.1921706,0.6035386
0.2226219,-0.05277991,-0.4362335,0.4378643,0.03688157,0.492591
0.1450424,0.2312064,0.1797028,-0.2219963,0.1909637,0.3267825
-0.453125,0.2054873,0.2050037,-0.258297,0.1324168,0.5381206
2.484707,-0.5168023,0.7574558,-0.5567207,-0.7286194,2.648508
-0.5562553,0.1093745,0.2670879,-0.2876377,0.02373336,0.6266727
31.66733,-8.531363,-22.51177,23.6575,-4.459454,39.77919
0.1625252,0.01674891,0.4043941,-0.3903484,-0.1069732,0.4361532
31.53486,-8.57225,-22.7932,23.93793,-4.470902,39.84296
1.243637,-0.2769237,0.3307114,-0.2295132,-0.365213,1.316317
-4.478102,0.3039092,0.2039313,-0.07078528,0.3590811,4.493033
1.318043,0.1599789,0.1358211,-0.07137263,0.197349,1.334645
-0.4735394,0.1047552,0.3616095,-0.3002055,0.2271821,0.6049583
-0.4058456,0.05678833,0.3737807,-0.3307414,0.1831587,0.55466
-0.2237282,0.02251565,0.6061852,-0.5566326,0.2410965,0.646546
-0.8224983,0.3136247,0.2515912,-0.1081612,0.3872465,0.915512
-0.7348976,0.2096295,0.3162861,-0.2138946,0.3134175,0.8270767
0.8325806,-0.3307164,-0.1224399,0.03471851,0.3509409,0.9041876
-0.5917549,-0.2903342,-0.1805182,0.2791643,-0.1973527,0.683414
0.9060287,-0.4610717,0.2180457,0.3959889,0.32144,1.039721
-0.4154091,0.1459718,0.001490593,-0.05606079,0.1347856,0.440312
-0.8535099,-0.9490552,0.3169718,0.08064938,-0.9973327,1.315164
0.9452019,0.1788141,-0.3651142,0.401299,0.06513072,1.028926
-0.3072262,0.5824715,-0.3528237,0.6403304,0.2318072,0.7470914
24.66184,-14.89818,-3.791589,13.31905,-7.676909,29.06094
0.04607201,-0.3346354,0.2260566,-0.3868383,-0.1159247,0.4064542
-0.949379,-0.07548928,-0.04466772,0.07540536,-0.04480996,0.9534224
-0.8095627,0.08288026,-0.4783511,0.394254,0.2832891,0.9439707
-0.4125214,0.1052916,-0.3900886,0.3044302,0.2656645,0.5774333
0.3230362,-0.441998,0.7766247,-0.5992546,-0.662874,0.9501897
0.5366859,-0.1105666,-0.004118681,0.04404879,-0.101497,0.5479724
-1.557829,-0.02318621,-0.119555,0.1076379,-0.05696496,1.562582
1.089027,0.01531839,0.1764119,-0.1586665,0.07861841,1.10333
0.6444359,0.3269017,-3.683645,3.665963,-0.4866347,3.753851
1.730152,0.4088581,-3.670949,3.667704,-0.4370097,4.078781
14.06033,-2.21312,-2.196234,2.389131,-2.003347,14.40188
0.08161163,0.07978082,-0.3012419,0.1687694,0.2619705,0.3221368
-0.2356567,-1.094612,-1.267886,-0.8897095,-1.419199,1.691521
0.4522514,-0.2064109,0.06063652,0.0717392,0.2028195,0.5008129
4.215643,-9.335249,-13.77858,15.92665,-4.83094,17.1688
-0.4434242,-0.32127,-0.9892583,-0.4571381,-0.9342757,1.130695
0.002609253,0.000655651,-0.3146529,0.2732825,0.1559601,0.3146644
-0.03541374,0.4900694,-0.3368735,0.4798496,0.3512779,0.5957398
-0.008971214,0.3841519,-0.2447307,0.3543513,0.2861835,0.4555725
-0.01820374,-0.1867714,0.08987236,0.1070652,-0.1774757,0.2080672
0.2759056,-0.2007931,0.08206964,-0.1669923,-0.1384445,0.3509661
0.1552582,-0.03182793,0.277698,-0.1357679,-0.2443282,0.319741
0.1576633,-1.026034,-0.2969379,0.6677084,-0.833717,1.079711
-0.09873962,-8.471848,-4.7397,-9.705898,0.1802799,9.708075
-1.006203,-8.556366,-4.632818,-9.724625,0.3256933,9.781965
-1.074295,-7.416069,-3.886425,-8.363255,0.3979318,8.441356
-2.252502,-3.988861,-3.704607,-5.300171,-1.242301,5.891425
-2.426353,-5.016865,-3.877102,-6.281021,-0.8658085,6.788817
-2.162354,-5.115776,-2.388538,-5.620781,0.5320721,6.045829
-2.38192,-2.053619,-0.9480362,-2.250908,0.2225724,3.284763
40.39645,71.50587,44.58291,81.71006,20.59593,93.44838
-1.086966,-1.154989,-10.28276,10.19613,-1.763004,10.40436
-0.2338495,0.361219,-0.3047287,0.401963,0.2485248,0.5272802
1.200371,-0.4408956,0.16855,-0.4012899,0.2485246,1.28984
0.6891556,-0.2081692,0.9215117,0.9075811,-0.2623258,1.169382
0.6302567,-0.2682805,1.150227,1.140647,-0.306463,1.338738
-1.332914,0.2827497,0.02667999,-0.1536074,0.2388803,1.362835
2.681248,0.04714727,-0.1843095,-0.08714616,0.169111,2.687989
-1.268703,0.1159012,-0.4632473,-0.1622455,0.4491187,1.355596
-0.3825912,0.0397563,-0.1027226,0.07267666,0.08276838,0.3981313
0.09819794,-0.08571148,0.2598882,-0.2734758,0.009966413,0.2907424
0.570797,-0.07934868,0.05384684,-0.07100701,-0.06444898,0.578796
0.06002045,1.375943,-0.2109404,1.030523,0.9358083,1.393312
2.405209,-0.2541237,-0.2466087,-0.3276482,-0.1343176,2.431136
0.7338943,-0.1073475,-0.09239912,0.1358833,0.03995981,0.7474369
0.113533,0.120908,-0.3580809,-0.3630271,-0.1051284,0.3946269
-0.3349075,0.04768372,-0.3775001,-0.3796232,-0.02581242,0.5068955
-0.2189789,0.06562471,-0.3628969,-0.3659201,-0.04586156,0.4288969
0.1446228,0.1519322,-0.2151728,-0.2206829,-0.1438117,0.3004971
-0.3387527,0.1110435,-0.2640009,-0.2687273,-0.09905933,0.4435995
-0.003097534,0.1159012,-0.2756357,-0.280484,-0.1036189,0.299028
0.04406738,0.07727742,-0.3885031,-0.3920088,-0.05688196,0.3985579
3.26717,0.2475083,0.9563208,-0.9503164,0.2696438,3.41324
2.325327,1.014426,0.5737424,0.757307,0.8858482,2.601036
0.7254601,0.8944273,0.3016949,0.3278475,0.8851756,1.190509
0.8349075,0.3374224,0.05853176,0.1605768,0.3024813,0.9024137
1.31163,0.02580929,0.2950544,-0.2180138,0.2004826,1.344655
1.209927,0.2097788,-0.3999472,0.4455929,-0.07356486,1.291467
-0.01678085,-0.05289936,0.1793146,-0.1746578,0.06668371,0.1877063
0.7480469,0.9247627,0.2542858,0.9441376,-0.1686757,1.216315
0.6057243,0.8130341,0.415905,0.9129295,0.02368746,1.095857
0.06509018,0.1818504,0.07861328,0.1979675,-0.007647721,0.2085338
-1.803333,0.6585693,0.3800144,0.7583313,0.05530162,1.957073
0.1970596,0.03448105,-0.9596176,-0.3792686,-0.8821622,0.9802486
-0.1352539,-0.2717381,0.2238045,-0.3441973,-0.0738799,0.3771255
0.01895142,-0.1246631,0.3819466,0.3735383,0.1479637,0.4022229
0.1105423,-0.1440346,0.2975583,0.2885332,0.1613552,0.3485779
3.5467,-0.1518726,0.5483389,0.5446358,0.1646602,3.592049
2.956951,-1.522125,-0.7599235,-1.537109,-0.7291391,3.411438
-1.98534,-1.059383,0.2143383,-0.8588867,0.6561612,2.260489
0.03862,-0.3925567,-0.1516228,0.2647591,-0.3270976,0.4225893
-1.64077,0.1387447,0.4716158,-0.3776155,0.3147665,1.712833
-0.2621021,0.01186132,0.5594134,-0.5086186,0.2332193,0.6178848
-0.284874,2.204296,1.532902,2.677803,0.1951415,2.699975
0.6163597,-0.2965331,0.7559433,-0.6287575,-0.5138544,1.019452
0.618351,-0.2946854,0.7568016,-0.6301575,-0.5123374,1.020758
-0.4498901,-0.08517504,0.5376697,-0.4155817,-0.3516181,0.7062185
0.8570366,-0.3836751,0.7007732,-0.5486431,-0.5807586,1.171666
-2.724625,0.5176663,-0.3237123,0.2833643,0.540808,2.792194
0.9956436,0.6839037,-0.4518151,0.3400049,-0.745827,1.289639
0.2464447,0.4653335,-0.1558304,0.301919,-0.3868634,0.5491387
-0.3826218,-0.1977086,-0.3924012,-0.3811669,-0.2185844,0.5826378
2.674156,-0.2518296,0.428546,-0.4692783,-0.163852,2.71996
2.334251,-0.394851,0.5289316,0.5737593,-0.3263067,2.425779
1.445295,0.9702295,0.5268872,0.7091808,0.8461784,1.818745
-3.863239,-0.3163509,-0.03070831,0.2679291,-0.1709794,3.876292
-0.3015442,0.2904832,0.1987934,-0.256443,0.2411147,0.4634956
-0.3331833,0.2726912,0.2116556,-0.2650223,0.2211828,0.4797601
0.4771652,-0.1112523,-0.09887314,-0.06678009,0.1330165,0.4998396
0.6671028,-0.5291996,0.6936665,-0.1727524,-0.8552088,1.098295
0.5603371,-0.1167946,0.5589848,-0.3496943,-0.451463,0.8000516
-0.005081177,-0.07352257,0.3463745,-0.2176294,-0.2793176,0.3541281
0.9079857,0.02664375,0.1881962,-0.1617584,-0.0998097,0.9276668
-0.2982216,-0.09494972,0.06494522,0.01080704,-0.1145275,0.3196396
0.1327286,0.1432896,0.04653931,0.02506876,-0.1485576,0.2007852
-8.540878,2.747625,-7.292628,-6.298874,4.588689,11.56194
1.232513,-0.5230904,0.2076864,-0.1558099,-0.5408145,1.354934
-0.05825806,0.255242,-0.362891,0.4212835,0.139135,0.4474733
0.1839752,0.240609,-0.3012598,0.3581834,0.1426703,0.4271967
-3.304337,-0.3890991,-0.2020478,0.3952053,-0.1898258,3.333296
-2.796955,0.2650619,0.07121658,-0.09490967,0.2575309,2.810389
-1.801794,0.01642108,0.629741,-0.573271,0.2611579,1.908744
0.6156521,0.0679493,0.3570557,-0.3017356,0.2026363,0.7149359
5.150482,-0.1133978,0.433279,0.423027,0.1471025,5.169919
-0.3980942,-0.02837181,-0.03324699,-0.03590393,0.02492442,0.4004863
0.008335114,0.4748702,-0.2351105,0.3727832,0.3765785,0.5299511
-0.3781357,0.2048612,-0.3509879,-0.4057691,0.02262865,0.5551101
0.851757,-0.09101629,-0.3489375,0.3007193,-0.1990208,0.9249494
6.017063,-0.3173053,1.996363,-2.000203,-0.2921212,6.347535
2.024109,-0.7609129,-1.865232,-1.577439,1.252903,2.855713
-2.192734,-0.2066803,-0.147892,-0.02464676,0.2529447,2.207412
-0.672554,-0.2527833,0.3794074,-0.1909599,-0.4139852,0.8125136
0.8174324,-0.270009,1.653112,-1.486116,-0.7727506,1.863835
2.045195,-0.300318,-0.2475681,0.187129,-0.341268,2.081899
-0.3637524,0.2911687,-0.3905654,0.3095195,0.3761891,0.6079773
11.63709,-0.7746518,6.562233,-6.554633,-0.836519,13.38226
-1.293531,0.9227246,0.119859,0.7025884,0.6100461,1.593427
-1.460026,1.375154,0.04146099,1.160125,0.7395105,2.006101
-1.466888,-3.141373,-0.8707275,-3.145882,0.8542934,3.574654
0.1372452,-1.136124,-0.1683235,0.4635181,1.050839,1.156697
-0.1738815,0.0551939,-0.2851963,-0.279335,0.07971976,0.3385529
-3.491948,0.1990497,-1.138526,1.138814,-0.1973971,3.678256
-3.382336,1.419724,-0.4592896,-1.130597,0.9738134,3.696858
1.23801,-0.2810955,0.4438758,0.08250141,-0.5188776,1.344883
0.1810875,0.2094812,-0.206089,-0.1038923,0.2748844,0.3451779
-0.03185272,-0.2930164,0.3211141,-0.3252044,0.2884701,0.4358755
-10.10036,1.071393,-3.721203,-3.807297,-0.7069143,10.81723
1.032867,-0.008791685,-0.1568661,-0.1553421,0.02352066,1.044749
0.6740189,0.153631,0.3347397,0.3198605,-0.1825991,0.768085
-1.170723,-0.06261468,-0.1541734,0.1654849,0.01745827,1.18249
0.7548981,-0.5585551,0.5992532,0.7790205,0.2534071,1.113984
1.372406,-0.4025698,-0.2020478,0.001741886,0.4504253,1.444432
-1.743584,-0.1348853,0.4014373,-0.2280166,-0.3568671,1.794277
-1.574593,0.009357929,0.127542,-0.109082,-0.06674898,1.579777
-0.06367874,0.0320226,0.1543641,-0.1245292,0.0966757,0.1700256
-1.601051,-0.4759133,1.797676,-1.859265,-0.03557011,2.453874
-0.1987839,0.4908442,-0.4397869,0.5490513,0.3645316,0.6883717
2.465759,0.9633303,-4.499114,4.597378,-0.184796,5.220153
-2.954713,0.1661777,-0.9653866,0.9637294,-0.1755349,3.112863
-0.6964607,1.149207,0.0200212,0.9479604,0.6499611,1.343926
0.5608196,0.008404255,0.06135106,-0.06052887,-0.01307045,0.564228
-2.48761,-0.1743138,-0.2406478,0.2971084,-0.004837814,2.505294
-0.08512115,-0.454277,-0.2045631,-0.4820805,-0.1257462,0.5054298
-0.2326813,-0.110954,-0.2121806,0.07699466,-0.2267228,0.3338742
1.097219,-0.06254017,0.2830982,-0.2866268,0.04360103,1.134877
0.4311142,-0.07498264,0.1638472,-0.1798761,-0.01062557,0.4672556
-0.7131805,-0.1382232,0.7683516,-0.5759015,-0.5270742,1.057401
-0.004213333,-0.0589788,0.3636777,-0.3601253,0.07778018,0.3684532
0.01662064,-0.03643334,0.2642095,-0.2587583,0.06463894,0.2672271
-1.076862,0.166744,0.2402077,-0.2551594,0.142818,1.115857
-1.549042,1.882671,1.99342,2.635742,0.7556695,3.149239
0.418251,-1.257748,1.529099,-1.066986,-1.667817,2.023612
1.615894,-0.2932176,-0.09099543,-0.05190933,-0.3025924,1.644801
-0.8899612,-0.3695774,-0.461936,-0.4350052,-0.4009275,1.068646
0.7569542,-0.2835691,-0.3108382,0.413424,-0.07818228,0.8660321
0.9596043,1.195326,0.000208616,0.9978595,0.6580894,1.532855
-1.172356,0.5819201,-1.398314,-1.400682,-0.5761946,1.915288
-1.514004,0.6288588,-1.624447,-1.626102,-0.6245658,2.307921
0.2561798,-0.6703415,3.263145,3.195885,-0.9401045,3.341123
-0.04884338,-0.5586472,-0.4187088,-0.6939087,-0.07677525,0.6998495
0.1599388,-0.03747642,-0.05540252,0.0333606,-0.05797404,0.1733619
-0.2330437,-0.1151711,0.03846884,-0.1025138,0.06507798,0.2627805
-0.3761902,-0.03430247,0.4014254,-0.3998499,0.04938667,0.5512151
0.8749542,0.5717874,1.129782,0.8726802,-0.9174846,1.539121
0.3223953,0.1005828,0.4075527,0.3338504,-0.2544799,0.5292966
-0.5200806,0.2488792,0.5149722,0.3811188,-0.4264807,0.7730595
0.03211212,0.2309084,-0.6947041,0.7275496,0.08126546,0.732778
-1.232025,-0.2863705,1.651859,-1.675533,0.05688207,2.080513
-0.1193066,-0.03992021,0.5141854,-0.4914775,0.1563016,0.5293528
0.04658699,0.03007054,0.245297,-0.2153809,0.1211854,0.2514859
0.06258965,-0.03910065,0.3269434,-0.318608,0.08312497,0.3351691
0.7520046,-0.04152954,0.3278077,-0.3194094,0.08461816,0.8213973
-0.0280304,0.07915497,0.4023015,-0.3406889,0.2281295,0.4109717
0.2089138,0.07301569,0.3134489,-0.2600427,0.1896294,0.383701
0.3169098,0.02422929,0.748229,-0.6515508,-0.3686669,0.8129364
-1.453705,-0.004470348,-0.2426147,0.2417908,0.02047348,1.473818
-0.312561,-0.02244115,0.5357504,-0.5041676,0.182612,0.6206661
0.2539425,-0.1127124,0.4339695,-0.4447789,0.0566153,0.5152867
1.120602,-0.3409684,0.2113104,-0.05076504,-0.3979127,1.190235
0.6371918,-0.2647936,-0.4067779,-0.3566103,0.3292613,0.8009977
-0.6000977,-0.3947914,-0.1639247,-0.3270388,0.2752765,0.7367827
-1.067024,-0.1931489,0.5964279,0.6032143,0.1707784,1.237568
-0.3896637,-0.05754828,0.8435974,-0.8372898,0.1179582,0.9310243
-0.1339569,0.06711483,-0.228035,0.2369518,0.01892562,0.2728531
0.2576447,0.951618,-2.868975,3.007506,0.3024874,3.03364
0.04089355,0.2729893,-0.5658264,0.6107473,0.1472085,0.6295673
-0.2984314,0.312835,-0.9109259,0.9562798,0.1148074,1.008322
-6.297894,0.3249943,-3.610803,-3.623645,0.1127497,7.266841
-4.469109,0.9301302,-1.866615,1.481436,-1.467903,4.931767
-0.2186222,0.06073713,-0.1126111,0.1275241,0.01038499,0.2533099
-1.136408,0.6631762,-0.3505468,0.3271339,0.6750327,1.361657
-1.331085,1.732975,0.03168488,0.6398392,-1.610842,2.185405
-2.126526,0.3742874,-0.3318012,0.2515065,0.4323512,2.184558
-1.017294,0.1692623,-0.4190445,0.3491586,0.2869431,1.113164
1.00383,0.05963445,0.1291156,-0.1415,-0.01431259,1.013855
0.1810303,-0.7759037,-0.2816319,-0.8118434,-0.1491759,0.8450533
-1.296465,0.4207191,1.206091,0.5743484,1.140957,1.820022
0.4781418,-1.454383,4.284036,-4.500576,-0.4615293,4.549375
-0.6142273,-0.6073399,0.1831417,0.5127831,0.3734383,0.8829936
0.10186,0.4975796,-1.639545,1.707606,0.1406257,1.716412
-0.1024551,0.3859997,-1.200926,1.255233,0.1249374,1.265589
0.1964111,0.5105138,-1.793408,1.860626,0.122508,1.874971
0.320549,1.686573,-5.256641,5.501188,0.4623131,5.529879
-0.1972809,0.4716218,-1.617885,1.680845,0.1213963,1.696731
1.031708,-0.06382167,-0.2460301,0.2100148,-0.1431701,1.062556
-0.9290085,1.492741,0.4317551,-0.3152237,-1.521618,1.810454
-0.5157623,-0.7123649,2.567816,-2.66326,-0.09047203,2.71425
2.347878,0.5092919,-3.125155,3.155023,-0.2679698,3.941891
-0.6665421,-0.7529259,-0.3946066,0.05252361,0.8484416,1.080227
-0.3040848,0.06979704,0.08403063,0.04516125,-0.09946468,0.3231104
3.234161,-0.09924173,0.3386736,0.3528596,-0.0062194,3.25336
-4.096252,0.258863,-2.003455,-0.1092914,2.017151,4.567289
-0.7592278,-0.08307397,-0.1808763,0.1048389,-0.169193,0.7848849
-0.2700672,-0.1773685,0.01520514,-0.1122965,-0.1381315,0.3234611
-1.391212,-0.4090965,1.307047,-1.36275,-0.1365427,1.95223
