LOT번호,작업명,설비번호,단위중량(kg),투입중량(kg),투입액량(L),염색길이(m),공정진행시간(%),목표온도,지시온도,진행온도,목표대비 진행온도,지시대비 진행온도,포속1,포속2,포속3,포속4,염색색차 DE
F2201280039,원단검사,FCM08,324,44.6,1000,41.0,0.39,30,30.0,10.3,0.3433333333333334,0.3433333333333334,16,1,16,1,0.7530965
F2201280039,원단검사,FCM08,324,44.6,1000,41.0,0.58,30,30.0,10.3,0.3433333333333334,0.3433333333333334,68,2,16,1,0.7530965
F2201280039,원단검사,FCM08,324,44.6,1000,41.0,0.77,30,30.0,10.2,0.3399999999999999,0.3399999999999999,69,3,138,2,0.7530965
F2201280039,원단검사,FCM08,324,44.6,1000,41.0,0.97,30,30.0,10.8,0.36,0.36,69,3,138,2,0.7530965
F2201280039,원단검사,FCM08,324,44.6,1000,41.0,1.16,30,30.0,10.8,0.36,0.36,69,3,138,2,0.7530965
F2201280039,원단검사,FCM08,324,44.6,1000,41.0,1.35,40,30.0,10.9,0.2725,0.3633333333333333,69,3,138,2,0.7530965
F2201280039,원단검사,FCM08,324,44.6,1000,41.0,1.55,40,30.0,11.1,0.2774999999999999,0.37,69,3,138,2,0.7530965
F2201280039,원단검사,FCM08,324,44.6,1000,41.0,1.74,50,30.5,14.0,0.28,0.4590163934426229,69,3,138,2,0.7530965
F2201280039,원단검사,FCM08,324,44.6,1000,41.0,1.93,50,33.5,34.3,0.6859999999999999,1.0238805970149254,51,4,51,3,0.7530965
F2201280039,원단검사,FCM08,324,44.6,1000,41.0,2.13,50,37.0,37.0,0.74,1.0,68,5,51,3,0.7530965
F2201280039,원단검사,FCM08,324,44.6,1000,41.0,2.32,80,40.0,40.3,0.5037499999999999,1.0074999999999998,69,6,139,4,0.7530965
F2201280039,원단검사,FCM08,324,44.6,1000,41.0,2.51,100,40.0,39.4,0.3939999999999999,0.985,69,6,139,4,0.7530965
F2201280039,원단검사,FCM08,324,44.6,1000,41.0,2.71,100,40.0,39.2,0.392,0.98,69,7,139,4,0.7530965
F2201280039,원단검사,FCM08,324,44.6,1000,41.0,2.9,135,42.5,44.7,0.3311111111111111,1.051764705882353,71,8,139,4,0.7530965
F2201280039,원단검사,FCM08,324,44.6,1000,41.0,3.09,135,45.9,47.6,0.3525925925925926,1.0370370370370372,69,9,211,5,0.7530965
F2201280039,원단검사,FCM08,324,44.6,1000,41.0,3.29,80,49.3,49.6,0.62,1.0060851926977687,68,10,211,5,0.7530965
F2201280039,원단검사,FCM08,324,44.6,1000,41.0,3.48,70,50.0,49.0,0.7,0.98,2,12,211,5,0.7530965
F2201280039,원단검사,FCM08,324,44.6,1000,41.0,3.68,70,50.0,48.9,0.6985714285714285,0.978,2,12,211,5,0.7530965
F2201280039,원단검사,FCM08,324,44.6,1000,41.0,3.87,70,50.0,48.5,0.6928571428571428,0.97,68,13,211,6,0.7530965
F2201280039,원단검사,FCM08,324,44.6,1000,41.0,4.06,70,51.7,53.0,0.7571428571428571,1.0251450676982592,72,14,211,6,0.7530965
F2201280039,원단검사,FCM08,324,44.6,1000,41.0,4.26,135,53.5,56.2,0.4162962962962963,1.0504672897196263,70,15,144,7,0.7530965
F2201280039,원단검사,FCM08,324,44.6,1000,41.0,4.45,135,55.3,55.6,0.4118518518518518,1.0054249547920435,71,16,71,8,0.7530965
F2201280039,원단검사,FCM08,324,44.6,1000,41.0,4.64,80,56.9,59.1,0.73875,1.038664323374341,71,17,71,9,0.7530965
F2201280039,원단검사,FCM08,324,44.6,1000,41.0,4.84,80,58.7,59.1,0.73875,1.006814310051107,71,17,71,9,0.7530965
F2201280039,원단검사,FCM08,324,44.6,1000,41.0,5.03,70,60.5,63.7,0.91,1.052892561983471,71,18,71,9,0.7530965
F2201280039,원단검사,FCM08,324,44.6,1000,41.0,5.22,70,62.3,62.5,0.8928571428571429,1.0032102728731942,70,19,143,10,0.7530965
F2201280039,원단검사,FCM08,324,44.6,1000,41.0,5.42,70,64.1,66.6,0.9514285714285714,1.0390015600624023,71,20,143,10,0.7530965
F2201280039,원단검사,FCM08,324,44.6,1000,41.0,5.61,70,65.7,65.9,0.9414285714285716,1.0030441400304415,71,21,143,10,0.7530965
F2201280039,원단검사,FCM08,324,44.6,1000,41.0,5.8,135,67.6,68.0,0.5037037037037037,1.0059171597633136,70,22,143,10,0.7530965
F2201280039,원단검사,FCM08,324,44.6,1000,41.0,6.0,135,69.4,72.3,0.5355555555555556,1.04178674351585,70,22,143,10,0.7530965
F2201280039,원단검사,FCM08,324,44.6,1000,41.0,6.19,80,71.2,71.1,0.8887499999999999,0.9985955056179774,71,23,346,10,0.7530965
F2201280039,원단검사,FCM08,324,44.6,1000,41.0,6.38,80,73.0,73.2,0.915,1.0027397260273974,69,24,407,10,0.7530965
F2201280039,원단검사,FCM08,324,44.6,1000,41.0,6.58,70,74.7,77.3,1.1042857142857143,1.034805890227577,71,25,427,11,0.7530965
F2201280039,원단검사,FCM08,324,44.6,1000,41.0,6.77,70,76.5,76.5,1.0928571428571427,1.0,69,26,427,11,0.7530965
F2201280039,원단검사,FCM08,324,44.6,1000,41.0,6.96,70,78.3,78.7,1.1242857142857143,1.0051085568326947,71,27,427,11,0.7530965
F2201280039,원단검사,FCM08,324,44.6,1000,41.0,7.16,70,79.9,81.4,1.162857142857143,1.018773466833542,70,28,427,11,0.7530965
F2201280039,원단검사,FCM08,324,44.6,1000,41.0,7.35,135,80.9,81.0,0.6,1.0012360939431395,70,28,427,11,0.7530965
F2201280039,원단검사,FCM08,324,44.6,1000,41.0,7.54,135,81.9,84.2,0.6237037037037038,1.028083028083028,69,29,337,11,0.7530965
F2201280039,원단검사,FCM08,324,44.6,1000,41.0,7.74,80,83.0,83.7,1.04625,1.008433734939759,68,30,399,11,0.7530965
F2201280039,원단검사,FCM08,324,44.6,1000,41.0,7.93,80,84.0,87.0,1.0875,1.0357142857142858,71,31,460,11,0.7530965
F2201280039,원단검사,FCM08,324,44.6,1000,41.0,8.12,70,84.9,86.3,1.2328571428571429,1.0164899882214369,71,32,515,11,0.7530965
F2201280039,원단검사,FCM08,324,44.6,1000,41.0,8.32,70,85.9,86.0,1.2285714285714286,1.0011641443539,70,33,576,11,0.7530965
F2201280039,원단검사,FCM08,324,44.6,1000,41.0,8.51,40,86.9,87.3,2.1825,1.004602991944764,70,33,637,11,0.7530965
F2201280039,원단검사,FCM08,324,44.6,1000,41.0,8.7,40,88.0,88.9,2.2225,1.0102272727272728,70,34,700,11,0.7530965
F2201280039,원단검사,FCM08,324,44.6,1000,41.0,8.9,30,88.9,89.6,2.9866666666666664,1.0078740157480313,71,35,758,11,0.7530965
F2201280039,원단검사,FCM08,324,44.6,1000,41.0,9.09,30,90.0,91.1,3.036666666666666,1.012222222222222,70,36,819,11,0.7530965
F2201280039,원단검사,FCM08,324,44.6,1000,41.0,9.28,30,90.9,91.0,3.033333333333333,1.001100110011001,70,37,875,11,0.7530965
F2201280039,원단검사,FCM08,324,44.6,1000,41.0,9.48,30,91.9,92.0,3.066666666666667,1.001088139281828,70,38,924,12,0.7530965
F2202030003,원단검사,FCM11,1150,297.2,4000,250.0,0.63,30,30.0,20.1,0.67,0.67,20,1,18,1,2.01561
F2202030003,원단검사,FCM11,1150,297.2,4000,250.0,0.94,30,30.0,16.9,0.5633333333333332,0.5633333333333332,64,2,49,2,2.01561
F2202030003,원단검사,FCM11,1150,297.2,4000,250.0,1.25,30,30.0,18.4,0.6133333333333333,0.6133333333333333,64,2,49,2,2.01561
F2202030003,원단검사,FCM11,1150,297.2,4000,250.0,1.57,30,30.0,18.6,0.62,0.62,64,2,49,2,2.01561
F2202030003,원단검사,FCM11,1150,297.2,4000,250.0,1.88,40,30.0,18.8,0.47,0.6266666666666667,64,2,49,2,2.01561
F2202030003,원단검사,FCM11,1150,297.2,4000,250.0,2.19,40,30.0,19.0,0.475,0.6333333333333333,64,2,49,2,2.01561
F2202030003,원단검사,FCM11,1150,297.2,4000,250.0,2.51,50,30.0,19.1,0.382,0.6366666666666667,64,2,49,2,2.01561
F2202030003,원단검사,FCM11,1150,297.2,4000,250.0,2.82,50,30.0,19.2,0.384,0.64,64,2,49,2,2.01561
F2202030003,원단검사,FCM11,1150,297.2,4000,250.0,3.13,50,30.1,18.8,0.376,0.6245847176079734,64,2,49,2,2.01561
F2202030003,원단검사,FCM11,1150,297.2,4000,250.0,3.45,130,30.8,19.7,0.1515384615384615,0.6396103896103895,39,3,8,3,2.01561
F2202030003,원단검사,FCM11,1150,297.2,4000,250.0,3.76,130,30.8,24.7,0.19,0.8019480519480519,62,4,47,5,2.01561
F2202030003,원단검사,FCM11,1150,297.2,4000,250.0,4.08,80,32.5,29.6,0.37,0.9107692307692308,59,5,46,6,2.01561
F2202030003,원단검사,FCM11,1150,297.2,4000,250.0,4.39,70,37.5,34.5,0.4928571428571429,0.92,60,6,45,7,2.01561
F2202030003,원단검사,FCM11,1150,297.2,4000,250.0,4.7,70,40.0,37.4,0.5342857142857143,0.935,57,7,44,8,2.01561
F2202030003,원단검사,FCM11,1150,297.2,4000,250.0,5.02,70,40.0,39.5,0.5642857142857143,0.9875,56,8,43,10,2.01561
F2202030003,원단검사,FCM11,1150,297.2,4000,250.0,5.33,70,40.0,37.6,0.5371428571428571,0.94,55,9,43,11,2.01561
F2202030003,원단검사,FCM11,1150,297.2,4000,250.0,5.64,70,40.0,37.8,0.5399999999999999,0.945,63,10,43,11,2.01561
F2202030003,원단검사,FCM11,1150,297.2,4000,250.0,5.96,130,40.6,38.4,0.2953846153846153,0.9458128078817734,63,10,43,11,2.01561
F2202030003,원단검사,FCM11,1150,297.2,4000,250.0,6.27,130,45.8,42.9,0.33,0.9366812227074236,56,12,27,14,2.01561
F2202030003,원단검사,FCM11,1150,297.2,4000,250.0,6.58,80,50.0,47.3,0.5912499999999999,0.946,56,12,46,15,2.01561
F2202030003,원단검사,FCM11,1150,297.2,4000,250.0,6.9,80,50.0,46.2,0.5775,0.924,53,14,43,16,2.01561
F2202030003,원단검사,FCM11,1150,297.2,4000,250.0,7.21,70,50.0,46.5,0.6642857142857143,0.93,57,15,42,17,2.01561
F2202030003,원단검사,FCM11,1150,297.2,4000,250.0,7.52,70,50.0,45.6,0.6514285714285715,0.912,57,16,96,18,2.01561
F2202030003,원단검사,FCM11,1150,297.2,4000,250.0,7.84,70,50.0,46.0,0.6571428571428571,0.92,61,17,48,19,2.01561
F2202030003,원단검사,FCM11,1150,297.2,4000,250.0,8.15,70,51.6,49.7,0.7100000000000001,0.9631782945736436,53,18,44,20,2.01561
F2202030003,원단검사,FCM11,1150,297.2,4000,250.0,8.46,70,53.2,52.5,0.75,0.986842105263158,53,19,41,22,2.01561
F2202030003,원단검사,FCM11,1150,297.2,4000,250.0,8.78,130,54.7,54.4,0.4184615384615384,0.9945155393053016,53,20,42,23,2.01561
F2202030003,원단검사,FCM11,1150,297.2,4000,250.0,9.09,130,56.3,56.0,0.4307692307692308,0.994671403197158,52,21,42,24,2.01561
F2202030003,원단검사,FCM11,1150,297.2,4000,250.0,9.4,80,57.7,58.1,0.7262500000000001,1.0069324090121317,53,22,40,26,2.01561
F2202030003,원단검사,FCM11,1150,297.2,4000,250.0,9.72,80,59.3,58.9,0.73625,0.9932546374367622,51,23,40,26,2.01561
F2202030003,원단검사,FCM11,1150,297.2,4000,250.0,10.03,70,60.8,60.5,0.8642857142857143,0.9950657894736844,50,24,41,28,2.01561
F2202030003,원단검사,FCM11,1150,297.2,4000,250.0,10.34,70,62.6,61.9,0.8842857142857142,0.9888178913738018,50,26,41,29,2.01561
F2202030003,원단검사,FCM11,1150,297.2,4000,250.0,10.66,30,64.2,63.6,2.12,0.9906542056074766,50,27,41,31,2.01561
F2202030003,원단검사,FCM11,1150,297.2,4000,250.0,10.97,30,65.7,65.2,2.1733333333333333,0.9923896499238964,49,28,40,32,2.01561
F2202030003,원단검사,FCM11,1150,297.2,4000,250.0,11.29,30,67.3,66.3,2.21,0.9851411589895988,49,29,39,34,2.01561
F2202030003,원단검사,FCM11,1150,297.2,4000,250.0,11.6,30,68.7,68.4,2.28,0.9956331877729258,48,30,39,35,2.01561
F2202030003,원단검사,FCM11,1150,297.2,4000,250.0,11.91,30,70.3,69.1,2.303333333333333,0.9829302987197724,49,32,39,35,2.01561
F2202030003,원단검사,FCM11,1150,297.2,4000,250.0,12.23,30,71.9,70.9,2.3633333333333337,0.9860917941585536,49,33,39,37,2.01561
F2202030003,원단검사,FCM11,1150,297.2,4000,250.0,12.54,30,73.5,72.6,2.42,0.9877551020408164,48,34,38,38,2.01561
F2202160031,원단검사,FCM06,320,158.6,2000,90.0,0.21,30,30.0,37.6,1.2533333333333334,1.2533333333333334,0,1,0,0,0.6491697
F2202160031,원단검사,FCM06,320,158.6,2000,90.0,0.41,30,30.0,38.9,1.2966666666666666,1.2966666666666666,44,2,0,0,0.6491697
F2202160031,원단검사,FCM06,320,158.6,2000,90.0,0.62,30,30.0,40.7,1.356666666666667,1.356666666666667,44,2,0,0,0.6491697
F2202160031,원단검사,FCM06,320,158.6,2000,90.0,0.83,30,30.0,42.0,1.4,1.4,102,3,149,1,0.6491697
F2202160031,원단검사,FCM06,320,158.6,2000,90.0,1.04,30,30.0,41.8,1.393333333333333,1.393333333333333,31,4,149,1,0.6491697
F2202160031,원단검사,FCM06,320,158.6,2000,90.0,1.24,30,30.0,41.7,1.39,1.39,31,4,149,1,0.6491697
F2202160031,원단검사,FCM06,320,158.6,2000,90.0,1.45,40,30.0,41.5,1.0375,1.3833333333333333,31,4,149,1,0.6491697
F2202160031,원단검사,FCM06,320,158.6,2000,90.0,1.66,40,30.0,41.3,1.0325,1.3766666666666665,31,4,149,1,0.6491697
F2202160031,원단검사,FCM06,320,158.6,2000,90.0,1.87,50,30.0,41.0,0.82,1.3666666666666667,31,4,149,1,0.6491697
F2202160031,원단검사,FCM06,320,158.6,2000,90.0,2.07,50,31.5,43.6,0.872,1.384126984126984,31,4,149,1,0.6491697
F2202160031,원단검사,FCM06,320,158.6,2000,90.0,2.28,50,36.5,44.4,0.888,1.2164383561643834,31,4,149,1,0.6491697
F2202160031,원단검사,FCM06,320,158.6,2000,90.0,2.49,80,40.0,44.3,0.55375,1.1075,28,6,99,2,0.6491697
F2202160031,원단검사,FCM06,320,158.6,2000,90.0,2.7,110,40.0,44.3,0.4027272727272727,1.1075,28,6,99,2,0.6491697
F2202160031,원단검사,FCM06,320,158.6,2000,90.0,2.9,120,40.0,44.3,0.3691666666666666,1.1075,124,7,124,3,0.6491697
F2202160031,원단검사,FCM06,320,158.6,2000,90.0,3.11,120,40.0,44.3,0.3691666666666666,1.1075,124,7,124,3,0.6491697
F2202160031,원단검사,FCM06,320,158.6,2000,90.0,3.32,80,40.0,44.3,0.55375,1.1075,26,9,123,4,0.6491697
F2202160031,원단검사,FCM06,320,158.6,2000,90.0,3.53,70,40.0,44.4,0.6342857142857142,1.11,26,9,123,4,0.6491697
F2202160031,원단검사,FCM06,320,158.6,2000,90.0,3.73,70,40.0,44.4,0.6342857142857142,1.11,26,11,124,5,0.6491697
F2202160031,원단검사,FCM06,320,158.6,2000,90.0,3.94,70,40.0,44.4,0.6342857142857142,1.11,26,11,124,5,0.6491697
F2202160031,원단검사,FCM06,320,158.6,2000,90.0,4.15,70,40.0,44.4,0.6342857142857142,1.11,96,12,123,6,0.6491697
F2202160031,원단검사,FCM06,320,158.6,2000,90.0,4.36,70,40.0,44.4,0.6342857142857142,1.11,26,13,123,6,0.6491697
F2202160031,원단검사,FCM06,320,158.6,2000,90.0,4.56,120,40.0,44.5,0.3708333333333333,1.1125,96,14,123,7,0.6491697
F2202160031,원단검사,FCM06,320,158.6,2000,90.0,4.77,120,40.0,44.5,0.3708333333333333,1.1125,25,15,26,8,0.6491697
F2202160031,원단검사,FCM06,320,158.6,2000,90.0,4.98,80,40.0,44.5,0.55625,1.1125,96,16,95,9,0.6491697
F2202160031,원단검사,FCM06,320,158.6,2000,90.0,5.19,80,40.0,44.2,0.5525,1.105,26,17,26,10,0.6491697
F2202160031,원단검사,FCM06,320,158.6,2000,90.0,5.39,70,40.0,43.9,0.6271428571428571,1.0975,100,18,26,10,0.6491697
F2202160031,원단검사,FCM06,320,158.6,2000,90.0,5.6,70,42.5,44.1,0.63,1.0376470588235294,36,20,26,10,0.6491697
F2202160031,원단검사,FCM06,320,158.6,2000,90.0,5.81,70,47.5,49.5,0.7071428571428572,1.0421052631578946,62,21,231,11,0.6491697
F2202160031,원단검사,FCM06,320,158.6,2000,90.0,6.02,70,50.0,50.1,0.7157142857142857,1.002,24,22,231,11,0.6491697
F2202160031,원단검사,FCM06,320,158.6,2000,90.0,6.22,70,50.0,49.2,0.7028571428571428,0.984,24,22,231,11,0.6491697
F2202160031,원단검사,FCM06,320,158.6,2000,90.0,6.43,120,50.0,48.7,0.4058333333333334,0.974,26,24,128,12,0.6491697
F2202160031,원단검사,FCM06,320,158.6,2000,90.0,6.64,120,50.0,48.2,0.4016666666666666,0.964,26,24,128,12,0.6491697
F2202160031,원단검사,FCM06,320,158.6,2000,90.0,6.85,80,50.3,50.7,0.63375,1.0079522862823065,21,26,22,14,0.6491697
F2202160031,원단검사,FCM06,320,158.6,2000,90.0,7.05,80,51.7,54.0,0.675,1.0444874274661509,21,26,22,14,0.6491697
F2202160031,원단검사,FCM06,320,158.6,2000,90.0,7.26,70,53.0,54.4,0.7771428571428571,1.0264150943396226,114,27,112,15,0.6491697
F2202160031,원단검사,FCM06,320,158.6,2000,90.0,7.47,70,54.4,54.9,0.7842857142857143,1.0091911764705883,14,28,112,15,0.6491697
F2202160031,원단검사,FCM06,320,158.6,2000,90.0,7.68,70,55.8,55.8,0.7971428571428572,1.0,118,29,135,16,0.6491697
F2202160031,원단검사,FCM06,320,158.6,2000,90.0,7.88,70,57.2,59.8,0.8542857142857142,1.0454545454545454,10,30,11,17,0.6491697
F2202160031,원단검사,FCM06,320,158.6,2000,90.0,8.09,70,58.4,61.1,0.8728571428571429,1.0462328767123288,10,30,11,17,0.6491697
F2202160031,원단검사,FCM06,320,158.6,2000,90.0,8.3,120,59.8,61.1,0.5091666666666667,1.0217391304347827,8,32,8,19,0.6491697
F2202160031,원단검사,FCM06,320,158.6,2000,90.0,8.51,120,61.2,61.8,0.515,1.0098039215686274,8,32,8,19,0.6491697
F2202160031,원단검사,FCM06,320,158.6,2000,90.0,8.71,80,62.6,62.9,0.78625,1.0047923322683705,6,34,122,20,0.6491697
F2202160031,원단검사,FCM06,320,158.6,2000,90.0,8.92,80,64.0,63.9,0.79875,0.9984375,6,34,122,20,0.6491697
F2202160031,원단검사,FCM06,320,158.6,2000,90.0,9.13,70,65.4,67.3,0.9614285714285714,1.029051987767584,127,35,133,21,0.6491697
F2202160031,원단검사,FCM06,320,158.6,2000,90.0,9.34,70,66.6,69.2,0.9885714285714288,1.0390390390390392,127,35,133,21,0.6491697
F2202160031,원단검사,FCM06,320,158.6,2000,90.0,9.54,40,68.0,69.3,1.7325,1.0191176470588237,131,36,132,22,0.6491697
F2202160031,원단검사,FCM06,320,158.6,2000,90.0,9.75,30,69.4,70.0,2.333333333333333,1.0086455331412103,131,36,132,22,0.6491697
F2202160031,원단검사,FCM06,320,158.6,2000,90.0,9.96,30,70.8,70.8,2.36,1.0,131,36,132,22,0.6491697
F2202160031,원단검사,FCM06,320,158.6,2000,90.0,10.17,30,72.2,74.7,2.49,1.0346260387811634,4,38,133,23,0.6491697
F2202160031,원단검사,FCM06,320,158.6,2000,90.0,10.37,30,73.5,74.9,2.496666666666667,1.0190476190476192,4,38,133,23,0.6491697
F2202160033,원단검사,FCM06,320,162.0,2000,500.0,0.77,30,30.0,25.3,0.8433333333333334,0.8433333333333334,10,1,0,0,1.815297
F2202160033,원단검사,FCM06,320,162.0,2000,500.0,1.15,30,30.0,28.7,0.9566666666666668,0.9566666666666668,86,2,97,1,1.815297
F2202160033,원단검사,FCM06,320,162.0,2000,500.0,1.53,30,30.0,31.8,1.06,1.06,52,3,53,2,1.815297
F2202160033,원단검사,FCM06,320,162.0,2000,500.0,1.92,30,30.0,32.5,1.0833333333333333,1.0833333333333333,52,3,53,2,1.815297
F2202160033,원단검사,FCM06,320,162.0,2000,500.0,2.3,30,30.0,32.5,1.0833333333333333,1.0833333333333333,52,3,53,2,1.815297
F2202160033,원단검사,FCM06,320,162.0,2000,500.0,2.68,40,30.0,32.3,0.8074999999999999,1.0766666666666669,52,3,53,2,1.815297
F2202160033,원단검사,FCM06,320,162.0,2000,500.0,3.07,40,30.0,32.2,0.805,1.0733333333333337,52,3,53,2,1.815297
F2202160033,원단검사,FCM06,320,162.0,2000,500.0,3.45,50,30.0,32.0,0.64,1.0666666666666669,52,3,53,2,1.815297
F2202160033,원단검사,FCM06,320,162.0,2000,500.0,3.83,50,34.0,42.7,0.8540000000000001,1.2558823529411764,43,4,43,3,1.815297
F2202160033,원단검사,FCM06,320,162.0,2000,500.0,4.21,50,39.2,42.2,0.8440000000000001,1.076530612244898,59,5,43,3,1.815297
F2202160033,원단검사,FCM06,320,162.0,2000,500.0,4.6,80,40.0,41.2,0.515,1.03,59,6,119,4,1.815297
F2202160033,원단검사,FCM06,320,162.0,2000,500.0,4.98,110,40.0,41.5,0.3772727272727272,1.0375,59,6,119,4,1.815297
F2202160033,원단검사,FCM06,320,162.0,2000,500.0,5.36,120,44.0,45.0,0.375,1.0227272727272727,73,7,73,5,1.815297
F2202160033,원단검사,FCM06,320,162.0,2000,500.0,5.75,120,49.1,50.0,0.4166666666666667,1.0183299389002036,57,8,57,6,1.815297
F2202160033,원단검사,FCM06,320,162.0,2000,500.0,6.13,80,50.0,50.1,0.62625,1.002,74,9,57,6,1.815297
F2202160033,원단검사,FCM06,320,162.0,2000,500.0,6.51,70,50.0,47.5,0.6785714285714286,0.95,49,10,124,7,1.815297
F2202160033,원단검사,FCM06,320,162.0,2000,500.0,6.9,70,50.0,47.7,0.6814285714285715,0.954,87,11,124,7,1.815297
F2202160033,원단검사,FCM06,320,162.0,2000,500.0,7.28,70,50.0,46.1,0.6585714285714286,0.922,40,12,130,8,1.815297
F2202160033,원단검사,FCM06,320,162.0,2000,500.0,7.66,70,51.0,53.0,0.7571428571428571,1.03921568627451,96,13,130,8,1.815297
F2202160033,원단검사,FCM06,320,162.0,2000,500.0,8.05,70,52.2,54.0,0.7714285714285715,1.0344827586206895,96,13,133,9,1.815297
F2202160033,원단검사,FCM06,320,162.0,2000,500.0,8.43,120,53.7,54.2,0.4516666666666667,1.0093109869646182,96,13,133,9,1.815297
F2202160033,원단검사,FCM06,320,162.0,2000,500.0,8.81,120,55.1,55.1,0.4591666666666666,1.0,136,14,131,10,1.815297
F2202160033,원단검사,FCM06,320,162.0,2000,500.0,9.2,80,56.5,57.6,0.72,1.0194690265486726,136,14,131,10,1.815297
F2202160033,원단검사,FCM06,320,162.0,2000,500.0,9.58,80,57.8,60.3,0.7537499999999999,1.0432525951557097,21,16,21,12,1.815297
F2202160033,원단검사,FCM06,320,162.0,2000,500.0,9.96,70,59.1,61.3,0.8757142857142857,1.0372250423011844,21,16,21,12,1.815297
F2202160033,원단검사,FCM06,320,162.0,2000,500.0,10.34,70,60.5,61.6,0.88,1.0181818181818183,114,17,21,12,1.815297
F2202160033,원단검사,FCM06,320,162.0,2000,500.0,10.73,40,61.9,62.7,1.5675,1.012924071082391,16,18,131,13,1.815297
F2202160033,원단검사,FCM06,320,162.0,2000,500.0,11.11,30,63.2,63.6,2.12,1.0063291139240509,16,18,131,13,1.815297
F2202160033,원단검사,FCM06,320,162.0,2000,500.0,11.49,30,64.6,64.8,2.16,1.0030959752321982,8,20,130,14,1.815297
F2202160033,원단검사,FCM06,320,162.0,2000,500.0,11.88,30,66.0,68.6,2.286666666666666,1.039393939393939,8,20,130,14,1.815297
F2202160033,원단검사,FCM06,320,162.0,2000,500.0,12.26,30,67.3,68.9,2.296666666666667,1.023774145616642,126,21,129,15,1.815297
F2202180111,원단검사,FCM12,495,45.4,600,1.0,1.49,30,30.0,24.5,0.8166666666666667,0.8166666666666667,52,2,0,0,3.967644
F2202180111,원단검사,FCM12,495,45.4,600,1.0,1.98,30,30.0,23.4,0.7799999999999999,0.7799999999999999,48,3,0,0,3.967644
F2202180111,원단검사,FCM12,495,45.4,600,1.0,2.48,30,30.0,19.9,0.6633333333333333,0.6633333333333333,48,3,0,0,3.967644
F2202180111,원단검사,FCM12,495,45.4,600,1.0,2.97,30,30.0,20.2,0.6733333333333333,0.6733333333333333,48,3,0,0,3.967644
F2202180111,원단검사,FCM12,495,45.4,600,1.0,3.47,40,30.0,20.4,0.51,0.6799999999999999,48,3,0,0,3.967644
F2202180111,원단검사,FCM12,495,45.4,600,1.0,3.96,40,30.0,20.8,0.52,0.6933333333333334,48,3,0,0,3.967644
F2202180111,원단검사,FCM12,495,45.4,600,1.0,4.46,50,30.0,21.1,0.422,0.7033333333333334,48,3,0,0,3.967644
F2202180111,원단검사,FCM12,495,45.4,600,1.0,4.95,50,30.0,19.1,0.382,0.6366666666666667,48,3,0,0,3.967644
F2202180111,원단검사,FCM12,495,45.4,600,1.0,5.45,50,31.3,28.5,0.57,0.9105431309904152,50,4,0,0,3.967644
F2202180111,원단검사,FCM12,495,45.4,600,1.0,5.94,80,36.0,33.0,0.4125,0.9166666666666666,61,5,0,0,3.967644
F2202180111,원단검사,FCM12,495,45.4,600,1.0,6.44,100,40.0,38.3,0.3829999999999999,0.9575,59,6,0,0,3.967644
F2202180111,원단검사,FCM12,495,45.4,600,1.0,6.93,100,40.0,38.7,0.387,0.9675,59,6,0,0,3.967644
F2202180111,원단검사,FCM12,495,45.4,600,1.0,7.43,130,40.0,36.5,0.2807692307692307,0.9125,59,7,0,0,3.967644
F2202180111,원단검사,FCM12,495,45.4,600,1.0,7.92,130,40.0,36.5,0.2807692307692307,0.9125,59,7,0,0,3.967644
F2202180111,원단검사,FCM12,495,45.4,600,1.0,8.42,80,41.1,38.3,0.4787499999999999,0.9318734793187348,59,7,0,0,3.967644
F2202180111,원단검사,FCM12,495,45.4,600,1.0,8.91,70,44.5,42.5,0.6071428571428571,0.9550561797752808,59,7,0,0,3.967644
F2202180111,원단검사,FCM12,495,45.4,600,1.0,9.41,70,47.8,45.5,0.65,0.9518828451882846,254,8,0,0,3.967644
F2202180111,원단검사,FCM12,495,45.4,600,1.0,9.9,40,50.0,48.3,1.2075,0.966,62,9,0,0,3.967644
F2202180111,원단검사,FCM12,495,45.4,600,1.0,10.4,30,50.0,48.8,1.6266666666666665,0.976,62,9,0,0,3.967644
F2202180111,원단검사,FCM12,495,45.4,600,1.0,10.89,30,50.0,46.1,1.5366666666666666,0.922,62,9,0,0,3.967644
F2202180111,원단검사,FCM12,495,45.4,600,1.0,11.39,30,50.0,45.5,1.5166666666666666,0.91,62,9,0,0,3.967644
F2202180111,원단검사,FCM12,495,45.4,600,1.0,11.88,30,50.0,46.1,1.5366666666666666,0.922,62,9,0,0,3.967644
F2202180233,원단검사,FCM11,495,350.8,4000,210.0,1.24,30,30.0,22.4,0.7466666666666666,0.7466666666666666,0,0,14,1,1.542863
F2202180233,원단검사,FCM11,495,350.8,4000,210.0,1.86,30,30.0,20.6,0.6866666666666668,0.6866666666666668,83,1,14,1,1.542863
F2202180233,원단검사,FCM11,495,350.8,4000,210.0,2.48,30,30.0,21.9,0.73,0.73,83,1,90,2,1.542863
F2202180233,원단검사,FCM11,495,350.8,4000,210.0,3.11,30,30.0,22.0,0.7333333333333333,0.7333333333333333,83,1,90,2,1.542863
F2202180233,원단검사,FCM11,495,350.8,4000,210.0,3.73,40,30.0,22.0,0.55,0.7333333333333333,83,1,90,2,1.542863
